Screen title @ Exact,Commercial title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Cooly Skunk@クーリースカンク,Cooly Skunk@クーリースカンク,punkyskunk,Japan,1995,Ukiyotei/Visit,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #lang:ja #unfinished:demo,50d29e297a50b3d2767b63a7351849f5,257d9630fa5699dad326542358c1933c8fa8c480,96d44a7856a85328b12f2dd39f3b8fc1c5c433526f1f7aec13e8acd7ec0a4fae,a84df82d765e3bee97f471cab8058f022d4b6c1099094c87df32345417d554e81cede781badc0fae150e8b52b991d3b4c49dad5c6716ae23cc3caf7ce963baf0
Cu-On-Pa SFC (10-27)@Cu-On-Pa SFC クオンパ (10-27),Cu-On-Pa BS Ban (10-27)@Cu-On-Pa クオンパ BS版 (10-27),cuonpasfc,Japan,1997-06-29,T&E,Nintendo,#players:1 #genre:puzzle #addon:online>satellaview #lang:ja,45eb3c4ce2f9976f13bdefcc91ec8ce9,7972aaa29726990f87bdc989e4fcd4f8db079c37,c263500026d409d20caeafab2c4ad4a8e1b3326f772fc5f3ee0ed47f6b5dcd8e,e686497d20aa2c97d370844a95070271c02f044757a85c370453fb82c8cbafa2b294efd1af9f532a6805fa6e9bb79d0761269543709bf6fa6922ba8a44bd8552
Cu-On-Pa SFC (5-31)@Cu-On-Pa SFC クオンパ (5-31),Cu-On-Pa BS Ban (5-31)@Cu-On-Pa クオンパ BS版 (5-31),cuonpasfc,Japan,1997-06-29,T&E,Nintendo,#players:1 #genre:puzzle #addon:online>satellaview #lang:ja,0bb855b451553f3000aec1ba5d260b8d,1b806a2e034761f2d5acb472be62cfc63a8a67bd,b0b4984d61d132dbbdfd6cf6e052dbd36d23684448a56c9b1db2ad711f6c8ac2,a7fa8b66734fe8a4fac3e930c0d06a4ed26b97f8183c2617d0f44586de13fb42b33b345be7720b15747ff1450b071a2e438171111b51d65bdfa1d8a6458a62af
Cu-On-Pa SFC (6-15)@Cu-On-Pa SFC クオンパ (6-15),Cu-On-Pa BS Ban (6-15)@Cu-On-Pa クオンパ BS版 (6-15),cuonpasfc,Japan,1997-06-29,T&E,Nintendo,#players:1 #genre:puzzle #addon:online>satellaview #lang:ja,3f0e5917e66499216aeba8f491daec45,f09dc86eccae64e54ab71cd051e9cdcd77edaeac,89786bfd2dac6daa064f941fcf5345d5fb4acc31beb9295f59cc988d89712fdd,b7276462f6d9ee15f0a110550e548c3fc394254ad9ee60ab84dc149ba18cdccf67b6a01c3339f7ef7f7fc5801db2efe70337f60c756cffde84f0cf4786570602
Daibakushō Jinsei Gekijō@大爆笑 人生劇場 Jin Sei Geki Joh,Daibakushō Jinsei Gekijō@大爆笑 人生劇場 Jin Sei Geki Joh,daibakushoujinseigekijou,Japan,,Sting,Nintendo,#players:6:vs #genre:board #addon:online>satellaview:multitap>super #lang:ja,04e8701b433b99aca432894733adaf63,c6dc571a70553701d2d9758544ce2d55bb4ed820,b3c1704071554beb769e593711e73360aa4926f3eebdf708a8d0b3b9b950ea28,c6a9b1ba6b077f09e5a5fa3cec917ad2799bacd6b4aa5647832a384fecba91619efed59aea195678bee6da84ef1bbb3d682c9e7401044085434327dc62658e0b
Darius Force,Darius Force@Darius Force ダライアスフォース,dariusforce,Japan,,Act,Nintendo,#players:1 #genre:shmup>h #addon:online>satellaview #lang:en,fb385a521d31b720d58c8566be2a98a0,d4a9ae0add675868c3468c35a14026bab4cd793c,79b842e4a7696822457c64cd18667a2048b92114f90dcf369954bf272d49741e,2dc53cdbab99ab2c31ff286281e2bf4bc859e8dbc86a4da66cb51b39c5989475916599451d19155fd8b42b8bb80f6606b66da7088b2505c0924a44ae22b61542
Dezaemon BSX Version,Dezaemon BS Ban: BS-X Shooting@デザエモン BS版 BS-Xシューティング,dezaemonbsxversionbsxshooting,Japan,,Athena,Nintendo,#players:1 #genre:shmup>v #addon:online>satellaview #lang:en,7328c333cc54aee986b981f816e30830,e52d59e800c17c678711a681d3308f0804c238e0,e492e80c7f8457046430eb8920c6f8fa9b96c7d418db1670d6cc4a9f4f3a272e,23c513af74f49a96e6fb89cd1cd923d2d6aeef8b25d7fa067b315f14fb55bb074412fd1b2f2bbdbb0c9ab0a1e4e30083ef0442cece766673b98f2977f983c63b
Dezaemon BSX Version: Jintai Sugoi STG!!@Dezaemon BSX Version 人体 凄いSTG!!,Dezaemon BS版 Jintai Sugoi STG!!@デザエモン BS版 人体 凄いSTG!!,dezaemonbsxversionsugoistg,Japan,,Athena,Nintendo,#players:1 #genre:shmup>v #addon:online>satellaview #lang:en,,,,
Dezaemon BSX Version: Crystal Guardian: Sugoi STG-2,Dezaemon BS版 Sugoi STG 2: Crystal Guardian@デザエモン BS版 凄いSTG-2,dezaemonbsxversionsugoistg2,Japan,,Athena,Nintendo,#players:1 #genre:shmup>v #addon:online>satellaview #lang:en,07e471a0ebf67977f63673e4d5377cd2,3d917791ff4c19d464b00cf03d83761f46ff75e8,0f8fe002b318a10191f61fc136549846670ccb0ca975cb58f3b8206d5fedeff1,3417cda1f65006a117c4e881e183fc3a8c15b8ee3118e83993beae933221f69f78b5a3e1eaf82bd9a5450707ea29ef1715f26f15910a4736396b2306ca214168
Dokapon Gaiden: Honoo no Audition@ドカポン外伝 Dokapon 炎のオーディション,Dokapon Gaiden: Honoo no Audition@ドカポン外伝 Dokapon 炎のオーディション,dokapongaidenhonoownoaudition,Japan,1995-08,Asmik,Nintendo,#players:4:vs #genre:board #addon:online>satellaview:multitap>super #save:password #lang:ja,ee6d55bb139f9b731700d21b658ba471,ef350fbcb1c43e970742552c29ea48d68ba445e8,04847fed13e94d55ea3001381596ddc27736f5ca921e586055c04545e9d6063e,7cc658febe67567d8d3744686e6120a42d7aa153b5d4ab1d7bb2e5c73f7f56ec1cfde4f9099f8689bb06ef224d3fa956d7357052b6bae6ec150ff6bba61830dc
Dr. Mario BS (3-3),BS Dr. Mario (3-3)@BS Dr. Mario ドクターマリオ(3-3),drmario,Japan,1997-03-30,Nintendo,Nintendo,#players:2:vs #genre:puzzle>drop #addon:online>satellaview #search:feature>mario #port:nintendo>famicom #lang:en,8d2020463ca6ae2a2e2f8f632e996bcd,e02b1b50d0928af8e0688392f7424b4c5efa7471,3723cd001a14e5a488295e8165f39b561660b6143f5acd7f4e320eed70c6857d,0a9801230b07451a652011b09defaaf9e2b7cca0573c6a717c0577c773dae04894cba18cb8f7ff4461a9d8c14443e5120c8c6591e696ceac1b421834f82270d3
Dr. Mario BS (4-3),BS Dr. Mario (4-3)@BS Dr. Mario ドクターマリオ (4-3),drmario,Japan,1997-03-30,Nintendo,Nintendo,#players:2:vs #genre:puzzle>drop #addon:online>satellaview #search:feature>mario #port:nintendo>famicom #lang:en,8e5976f64284fca4a715d0cd84d2be94,b622a55e36cc07c1fcf6ebb0833d62648ed53fcf,d300d3ee9c23c8abe304b02675c0764a86147ab34ff71abd1b9a4eba180966da,2e5fd8daf60851a4799c1ef70615ccf14b64bbaafc29b38ee15fcd6337dbf2e58394b0510c0a2266ef2481d111848b26072999be459ac3e5613779090ff13bc7
Dr. Mario BS (6-3),BS Dr. Mario (6-3)@BS Dr. Mario ドクターマリオ (6-3),drmario,Japan,1997-03-30,Nintendo,Nintendo,#players:2:vs #genre:puzzle>drop #addon:online>satellaview #search:feature>mario #port:nintendo>famicom #lang:en,29b9b04626340dd66a4a5cbfb91cc9fd,679ea324914230699201460b53db1c50ae513539,c9e48b187e8850268c0dd144c893bb9060e0503e771f11157e6a991febc63874,e3eed60b5354e7eb9cd5570625031df43f7d55731bd155e59b97278a01dfa76337f5fb90185b79f89a0e317f1f9ae46ef6e7385597c0bd3e46616786dcbde35e
Dragon Slayer: The Legend of Heroes,Dragon Slayer: The Legend of Heroes: Eiyū Densetsu@DragonSlayer ドラゴンスレイヤー The Legend of Heroes 英雄伝説,dragonslayerthelegendofheroes,Japan,1997-08-31,Epoch,Nintendo,#players:1 #genre:rpg>j #addon:online>satellaview #save:backup #port:nec>pc88 #search:franchise>dragonslayer #lang:ja,e312154e1845b1b277358cf71468a4c2,a0f2e265375c17981f601cb3c9ff8ea16cfbc6e1,9241f117d74cb3ba9cfb4c803bb040a7067f4265afa833a67a5d7534a4ed30da,d34ec1ef06c467e6272793538fb944807411380adc95c5bbf6eda528d989791c4fc1249bcb4b0d3ab6ce541ea5d702cb9ad1c7c38c3c6cd0502abe09e1689b87
DynamiTracer@DynamiTracer ダイナマイ・トレーサー,DynamiTracer,dynamitracer,Japan,1996-01-27,Square,Nintendo,#players:1 #genre:adventure #addon:online>satellaview #save:backup #lang:ja,e80b44e6475f8ef37652cd46dd2d31ec,092083f41848093134c87cfa757a26bc3d1d297b,5a12f060edf4f43fb97fe8571f39a1c4aca2e828e53824ac845b638773810998,8d4e14b331128e285cb67ed3f1f6250963a621679833d657e66d032f4d132a9cc56205311e306f6e08167cc4f5361bd879ad9b4f4b0fc0509b0eaefc4b701c7b
F-Zero,F-Zero@F-Zero エフゼロ,fzero,Japan,1996-12-01,Nintendo,Nintendo,#players:1 #genre:racing #addon:online>satellaview #lang:en,1632f488d5920d90ed8bf309cd83ecec,c438c2fc89fb869d4f738500f5125bdfb071b218,7bd7ec23d7f3f7cab32249697e1dc7e890edccfe1ff9d20e487dcff7c9c1836f,53c6b36804d5aeae6e5cdcce4d4476cc3da8bd9ece965eec0bc80d173b7554810b1f1afe3c6d97bb42d4b6455eeac8f124e1d54a7c42eec0b208933aa9e6c0b6
Gambler Jiko Chūshinha 2: Dorapon Quest (12-19)@ぎゅわんぶらあ自己中心派2 ドラポンクエスト (12-19),Gambler Jiko Chūshinha 2: Dorapon Quest (12-19)@ぎゅわんぶらあ自己中心派2 ドラポンクエスト (12-19),gamblerjikochuushinha2doraponquest,Japan,,Game Arts/Ellow Horn,Nintendo,#players:1 #genre:board>mahjong:rpg>j #addon:online>satellaview #based:manganime #lang:ja,fb92c4f2ad7ff75625f84b213dc4f95b,10ed890794c969654fccc8b15e92d4cef5d13382,078ddbc2e5eca3b1228966542561fb57ce5583506ff6bcf758b5139e5d6a6105,c00476f42b4cef42af694d60080169ab61610a305bc817b1405dff36c34f814bda6c7c3dab5c379904f91200c87d744c79babd28968f07749b87fd8b942f7678
Gambler Jiko Chūshinha 2: Dorapon Quest (12-20)@ぎゅわんぶらあ自己中心派2 ドラポンクエスト (12-20),Gambler Jiko Chūshinha 2: Dorapon Quest (12-20)@ぎゅわんぶらあ自己中心派2 ドラポンクエスト (12-20),gamblerjikochuushinha2doraponquest,Japan,,Game Arts/Ellow Horn,Nintendo,#players:1 #genre:board>mahjong:rpg>j #addon:online>satellaview #based:manganime #lang:ja,8d78a51cccd33613a88a1c80acee9ddc,a4999b026cd05ae71b6f0a8ede1ce1bf86215d08,f60b51c4590a550f4e9a6b1386b091be2032d7707339fc0c0c1a426f4bf885e6,5f656c67335fd1c302b2a1114a17031221acdd2d3746f6ee3a6dce11500e4e5719473a379593a6259abb2f290db5ec6f83a27616d9a8b995d39cc19b91156033
Golf Daisuki! O.B. Club@ゴルフ大好き! O.B.倶楽部,Golf Daisuki! Golf@ゴルフ大好き! Golf: OB Club,golfdaisukiobclub,Japan,1997-04-27,NCS,Nintendo,#players:2:vs #genre:sports>golf #addon:online>satellaview #lang:ja,64cc98482de6fab9b750464b5f2a3d35,b7fba94a3bc5b7b46cf005e7f8116c4221005ee3,5ff4f8f590e69855c9de4348c8ba44fde03a6a241b992783324afb41d873f03e,2e7aad89172d9dffd9569a445baced7126849e77edccf452dc2c0195613f5a8dbb8ce9c25bf7c5a99ef3cffe9fa103a398592fb32664987356eb0fef1981fff6
Heisei Gunjin Shōgi@平成 軍人将棋,Heisei Gunjin Shōgi@平成 軍人将棋,heiseigunjinshougi,Japan,1996-01,Carrozzeria/Triad,Nintendo,#players:2:vs #genre:sim>strategy #addon:online>satellaview #lang:ja,fe0046ec0e6f4bea38e5d2e4e1efd32a,b9a5bd489a8abc38a6d178f5552d4ede3e0dd9e4,9ef79ccbc53a01753b2ac35a843738a0141633dbdf120b23cf775c0263237ae3,7ebc05f3fe9adbb70774cdfc57dd2c8c08fb8c5cec763bbb7bfbb1073a4bd45c70934c9ce0d84614e4efdbd4e7fd277db5cfaffbe4a8f9bb0e4a454507ebac08
Ikari no Yōsai@怒りの要塞,Ikari no Yōsai@怒りの要塞,ikarinoyousai,Japan,,K.K.DCE,Nintendo,#players:1 #genre:action>runandgun #addon:online>satellaview #lang:ja,9d32651f297c10c2edb351857bbd65c3,6954a0f3979869f5ae322e51d9d90cfc6d341f2f,010a8c2e6551272fc4d6042fe4d998b01d3eaff981475ade25613bcf1ad27f37,19f028d77f5b75ca36de1df51b3909af80c285eb54572a736dbc4bdd89e548c8cfac7e234f7e1ac2062c13e20c6ead4dc912412eaa535e525f12c3d06942f80e
Jewel of Live: RPG Tsukūru Super Dante@Jewel of Live: RPG ツクール Super Dante,Jewel of Live: RPG Tsukūru Super Dante@Jewel of Live: RPG ツクール Super Dante,jeweloflive,Japan,1996-05-01,ASCII,Nintendo,#players:1 #genre:rpg>j #addon:online>satellaview:backup>turbofile #save:backup #lang:ja,792459e89c84627b53a77b3bf92b6195,18b18757c79b48d1472dba53e475edae73e867ae,03d43b973fb4bcbd32696fd6e1fb316b0e9e1c681aa77e0ea504de6c29b64de9,650f91f3d22d0504d9f86fdc0ef88028484d555e07a6db4dd6655f73223d6cc93e53a0a8a89bef55589202ce3eaa79c1567f77cd6c662fe7d2542d05085ac524
Jewel of Live II: RPG Tsukūru Super Dante@Jewel of Live II: RPG ツクール Super Dante,Jewel of Live II: RPG Tsukūru Super Dante@Jewel of Live II: RPG ツクール Super Dante,jeweloflive2,Japan,1996-06-02,ASCII,Nintendo,#players:1 #genre:rpg>j #addon:online>satellaview:backup>turbofile #save:backup #lang:ja,d3cfe6545f8c27e293ba42bbe2217eb5,a134ffd765db8f357bd48de871adf0c579730b83,3b6cd63d813d94fa9832c146959bd00c17d2707c25686546815e769096e15084,a5630acd552b9a182afe6439a8f3d256aeb57626d172ec9dd758b1e57f30096db2eda2ed7e917069ab360e4128022000ed8f024040b060bc8b1669401e6fe3fc
Kaizō Chōjin Shubibinman Zero@改造町人シュビビンマン零 ゼロ,Kaizō Chōjin Shubibinman Zero@改造町人シュビビンマン零 ゼロ,kaizouchoujinshubibinmanzero,Japan,1997-03-30,NCS,Nintendo,#players:2:coop #genre:action>platformer #addon:online>satellaview #lang:ja,db4dd0305051f7d3ca7bd2e114f4f1dd,dd084021a7e2afd939fee3b6426778f6e5c2f333,10ea8692eab26992850669796d32b55091314b6c64855a60f111836484490581,21de1cdf7d34e4c20c829d0bba847ad3463d57ac3a8e5f7093a578205b4a88514fd3a47b7d87af98536f17f361a0d7925461efc1cffd804df294a407a1596054
Kessen! Dokapon Land IV: Densetsu no Yūsha-tachi@決戦! ドカポン王国IV 伝説の勇者たち,Kessen! Dokapon Land IV: Densetsu no Yūsha-tachi@決戦! ドカポン王国IV 伝説の勇者たち,kessendokaponoukoku4densetsunoyuushatachi,Japan,,Asmik,Nintendo,#players:4:vs #genre:board #addon:online>satellaview:multitap>super #lang:ja,9cb2fb499d440cb687a02d9c94b7621e,a40d9dedeff858fca2a549fadb2cbe7f0a84fc44,396c65057edd1a18fefe89c420e3a7b3a402e80345e7e72e60e159a40fbbedc5,3a7aab67b9bc7720f19ee6b7c05679720a63d7ae452a508bd9b84d17a974fdd48ca4319f5207184f542f3584dc302a8959b87e284372ac3beb37dc7e221e21a0
Kid Klown in Crazy Chase,Kid Klown in Crazy Chase,kidklownincrazychase,Japan,,Kemco,Nintendo,#players:1 #genre:action #addon:online>satellaview #lang:ja,f7785e8f05fea488ae1584b1e136256e,b4ef639f09376a7880dcec6f23a03b08c0254b86,41cefd7c2cf9ad712d2a13e0d9c4819247474081936f8785bec830890af63063,921ba72c1068b47ce682e3baa0e5a3b3f0052446dc8c1aa4b4a2609d777bc8a2e7136182ee5daed29fa5c4590ea2cafe532ae63bbd4a3abdb93842c472fad06e
Kiki Kaikai: Nazo no Kuro Manteau@奇々怪界謎の黒マント,Kiki Kaikai: Nazo no Kuro Manteau@奇々怪界謎の黒マント,kikikaikainazonokuromanteau,Japan,,Natsume,Nintendo,#players:2:coop #genre:action>runandgun #addon:online>satellaview #lang:ja,d9ed1df9b7deb990c9b8ece5d9898515,0953cd1bc40bf0cdbcbd8963786b869354e894e4,012b06bde8feb0b704517c3d4f996e20714b2273d5615aa00f21ab00e3a44ad8,e9c7b690d1d2d1170d190bfa9f60e327ef51e7930065386543258f352f08b705bb8211e0e34d5cc9e7f6338d1d9e43790881b5f106dae3916777e4f0985178e8
Kirby no Omochabako: Arrange Ball@カービィのおもちゃ箱　アレンジボール,Kirby no Omochabako: Arrange Ball@カービィのおもちゃ箱　アレンジボール,kirbynoomochabakoarrangeball,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:parlor>pachinko:puzzle #addon:online>satellaview #lang:en,7ca9979d1fc3e1cef697c757d4616c2a,31407d5b2e60e480be4f5e34ce47f6a0a8de1b08,0cbbb40b99f163aebdaa80e2506daf50ca4864c2cd565299b7867af7eb8b51f7,f626e52d7f92ea4c9cd7cfda34e4a5b655fc96cf2206b4bcfe5bfe374b1a6fdde8fd3c8fac82d619e004c0fc4c3a7c37f7b0f21e80b3043f4c2a831161b65436
Kirby no Omochabako: Baseball@カービィのおもちゃ箱　ベースボール,Kirby no Omochabako: Baseball@カービィのおもちゃ箱　ベースボール,kirbynoomochabakobaseball,Japan,1996,HAL Laboratory,Nintendo,#players:2:vs #genre:parlor>pinball:sports>baseball #addon:online>satellaview #lang:en,62ec01a92cbd02f4680fcb59c53d7ec2,728e0bf73e825b2555c6211d35b9041f37f0ae48,5653628818c1c4d1657c9caffe05f5ab81eb1d318f2001d5ad28124e9060f1c4,b7f2de680ac8c54938c603939f6082345b27de02756ef32317767ea692b7ea5006c5e96b89551d6126e4b20d845a5f1f4ab42691b2e5cb2bdc0a7e5da8f848dd
Kirby no Omochabako: Ball Rally@カービィのおもちゃ箱　ボールラリー,Kirby no Omochabako: Ball Rally@カービィのおもちゃ箱　ボールラリー,kirbynoomochabakoballrally,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:puzzle:parlor>pachinko #addon:online>satellaview #lang:en,,,,
Kirby no Omochabako: Cannon Ball@カービィのおもちゃ箱　キャノンボール,Kirby no Omochabako: Cannon Ball@カービィのおもちゃ箱　キャノンボール,kirbynoomochabakocannonball,Japan,1996,HAL Laboratory,Nintendo,#players:2:vs #genre:action #addon:online>satellaview #lang:en,072166f9c1ff7300114c210f30e4cf8a,2fc036b40416eac4b79935258583918606a10ba8,5dfead5fb68b18dad3b13f4d9f30dae1209ee2e1dd7b771b8d379f8a39b5eaf0,2c6dcfec2ca674ddd62cd77b16d227a1eba7bf5e352320bdec1791a8b0f95d7518cc6ab577aadf257b76f655f36afadb2c9315abb616468305e617d97e26dd23
Kirby no Omochabako: Guruguru Ball@カービィのおもちゃ箱　ぐるぐるボール,Kirby no Omochabako: Guruguru Ball@カービィのおもちゃ箱　ぐるぐるボール,kirbynoomochabakoguruguruball,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:puzzle #addon:online>satellaview #lang:en,6d6a1e5ef45b4344751f674d7af19a62,b9000c63d44c8b59be7bf6a38248da63e906bde8,35cd147f4bd214d8414db7e6c4f4e69c0bc8ed9413bc0d2e2a48c681d7a544b1,9bbba54ea0d1cde3f91fddb2217f43effbc45bbc0c3a9ac8115cdebe3c5c445fe05b3ad74ebfd4e01ed22097236cc7e0f7ed571c2c044dd7b209aec4ded7e70c
Kirby no Omochabako: Hoshi Kuzushi@カービィのおもちゃ箱　星くずし,Kirby no Omochabako: Hoshi Kuzushi@カービィのおもちゃ箱　星くずし,kirbynoomochabakohoshizuzushi,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:action>blockbreaker #addon:online>satellaview #lang:en,81b0f5ef9e0d42656f7a874b9a7da0dc,b6cda98a2a6a7a6aa9a64aec7f346039a608b093,874a80b5f6eed8d160cbb3be5e7bc89508473dc3a1fc5a38fff9c8db967ae322,98527b9de2c34c5b2ecf6f4252e8f872e1c7fad4643b6f5b5f80bf2148c9c7967616bf54ae0fac26535374fddf5ac80d95dff3104ada814531af320948ddf202
Kirby no Omochabako: Pachinko@カービィのおもちゃ箱　パチンコ,Kirby no Omochabako: Pachinko@カービィのおもちゃ箱　パチンコ,kirbynoomochabakopachinko,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:parlor>pachinko #addon:online>satellaview #lang:en,c29e2ac4c326cf1d1f5c0c048d17a005,abc1011c76eccd680a9f6ebbc3c20ff525f41e97,d99186b6eebe3853c30473d3c22eccfde25c1613535e16600fbde260ec646a1f,69e403aaba604a746244d05a28859f867f9442ae57506b7f9dd9f5e436a0f20d20215bb4765ae13f470393ac560c51939d07658c508a3061e55ee3b03488c52a
Kirby no Omochabako: Pinball@カービィのおもちゃ箱　ピンボール,Kirby no Omochabako: Pinball@カービィのおもちゃ箱　ピンボール,kirbynoomochabakopinball,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:parlor>pinball #addon:online>satellaview #lang:en,612cad0100b9a37693815542d501a193,53faf45fd03937f663dd2e8047badb162922f896,f2fd097cf21d9210f7bb53710008f7b30765faa874a34f19b5e5cc941f2be2c0,a49dcf29c3db078a59d38e5f73db135ab8c0aa5369461d7afaec05be03d9bec8f56e29c63d9705608ca71577499ff8a0f0b48a04b0796fa0dbfd6d37edb6f0a9
